                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     205                                      899                  1.5000000000000000E+001                  1.4000000000000000E-002                  7.5921004924153545E+004                  6.3382947207667903E+003                  3.1398653756079264E+004                  1.9540197673751270E+004                  4.7238443782098747E+000                 -5.6792718151853654E+000                  7.1696589495532304E-001                  2.8860459109713949E-007                  2.6865424420806305E-001                  5.3206738510972406E-005                  3.5559947272521941E-003                  6.4567983890681637E-003                  1.4595170967125256E-003                  1.5000000000000002E+001                  0.0000000000000000E+000                  1.0764546605654235E+001                  2.5345569680557703E-004                  4.0231014164348293E+000                  2.3179041273869567E-002                  2.6283155981127886E-002                  9.7932739301259675E-002                  2.1892756450687868E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.6531072085468364E+004                  5.7403568560244254E+004                  7.6764832426182646E+006                  1.9555751399470395E+004                  1.9555751399470391E+004                  2.2145663157362764E-029                  1.3718035478737647E+003                  5.0000000000000000E+001                  1.0000000000000000E+003                  2.3958847049944678E+012                               "r23.05.1"                               "gfortran"                                 "12.1.0"                    "x86_64-linux-22.6.1"                                 "CRMATH"                               "20230629"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                   radius                              temperature                                 pressure                                       mu                                    grada                                       cp                                   gamma1                                   chiRho                                     chiT                                   csound                                  eps_nuc                                       pp                                      cno                                tri_alpha                                  opacity                               luminosity                           lum_conv_div_L                                    gradT                                 brunt_N2                  brunt_N2_structure_term                brunt_N2_composition_term                                   lamb_S 
                                       1                  1.5000000000000002E+001                  6.7429558182929028E-001                  4.4985916157863555E+000                 -8.8808022942790377E+000                  3.8966523665640862E+000                  7.1799999999999997E-001                  2.6800000000000002E-001                  1.4000000000000012E-002                  4.7238443782098747E+000                  3.1520392426627015E+004                  7.8822892280094229E+003                  6.3924302595805538E-001                  2.6094995083291794E-001                  2.1046719308953140E+009                  1.4080136786483715E+000                  6.8288721870540225E-001                  1.9735229470227003E+000                  2.9042283958743159E+006                  2.0300590925734693E-028                  2.0300590925734693E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.9038638147905753E+000                  1.9540197673751270E+004                  0.0000000000000000E+000                  1.5031400394690539E-001                  1.8133024064221038E-005                  1.8133024064221038E-005                  0.0000000000000000E+000                  1.2497644879558890E-005 
                                       2                  1.4999999999985002E+001                  6.7427350919011009E-001                  4.5038620345162395E+000                 -8.8466252266535204E+000                  3.9304846229078318E+000                  7.1799999999999997E-001                  2.6800000000000002E-001                  1.4000000000000012E-002                  4.7236042990303426E+000                  3.1905241371059074E+004                  8.5208834089937027E+003                  6.3902375958027346E-001                  2.5949376132176483E-001                  2.0384710687838140E+009                  1.4009400242049810E+000                  6.9179614459440608E-001                  1.9506445818023281E+000                  2.8957742125111432E+006                  2.1962763054186484E-028                  2.1962763054186484E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.9896420783084072E+000                  1.9540197673750103E+004                  0.0000000000000000E+000                  1.5398112019392346E-001                  1.7329419277073902E-005                  1.7329419277073902E-005                  0.0000000000000000E+000                  1.2486739053629410E-005 
                                       3                  1.4999999999952715E+001                  6.7422958465152349E-001                  4.5092374226050955E+000                 -8.8154325536372244E+000                  3.9626146978514520E+000                  7.1799999999999997E-001                  2.6800000000000002E-001                  1.4000000000000012E-002                  4.7231265779080882E+000                  3.2302595759772888E+004                  9.1751822139062187E+003                  6.3875342946015978E-001                  2.5749648946419462E-001                  1.9951900891664674E+009                  1.3921869220000720E+000                  6.9893656224584511E-001                  1.9337907145080502E+000                  2.8898307009809399E+006                  2.3598305196491380E-028                  2.3598305196491380E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.0726079140343003E+000                  1.9540197673750121E+004                  0.0000000000000000E+000                  1.6908903979510040E-001                  1.4065259817273795E-005                  1.4065259817273795E-005                  0.0000000000000000E+000                  1.2446104585848905E-005 
                                       4                  1.4999999999936572E+001                  6.7420913993493470E-001                  4.5127902883964843E+000                 -8.7964289099649111E+000                  3.9827895238493958E+000                  7.1799999999999997E-001                  2.6800000000000002E-001                  1.4000000000000012E-002                  4.7229042386533369E+000                  3.2567939934477061E+004                  9.6114635624454058E+003                  6.3854529632033219E-001                  2.5592344741013417E-001                  1.9769859396283197E+009                  1.3856916638374157E+000                  7.0281240712770843E-001                  1.9255509712882657E+000                  2.8869716494821813E+006                  2.4653874865510886E-028                  2.4653874865510886E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.1254431036169992E+000                  1.9540197673750135E+004                  0.0000000000000000E+000                  1.7613459832050990E-001                  1.2557489180054749E-005                  1.2557489180054749E-005                  0.0000000000000000E+000                  1.2432010480197064E-005 
                                       5                  1.4999999999920428E+001                  6.7418956783267581E-001                  4.5163148880343345E+000                 -8.7786752147925782E+000                  4.0020720004403554E+000                  7.1799999999999997E-001                  2.6800000000000002E-001                  1.4000000000000012E-002                  4.7226913990118167E+000                  3.2833326699781246E+004                  1.0047823564646033E+004                  6.3831291247404665E-001                  2.5417923113061264E-001                  1.9659194415106921E+009                  1.3787630615457396E+000                  7.0609063270560857E-001                  1.9193839438238893E+000                  2.8848180549639962E+006                  2.5682634969830612E-028                  2.5682634969830612E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.1764058013771406E+000                  1.9540197673750143E+004                  0.0000000000000000E+000                  1.8281672807853072E-001                  1.1125961486327024E-005                  1.1125961486327024E-005                  0.0000000000000000E+000                  1.2421782770840937E-005 
                                       6                  1.4999999999904285E+001                  6.7417077720336671E-001                  4.5198074466219609E+000                 -8.7620389560479612E+000                  4.0205377449560302E+000                  7.1799999999999997E-001                  2.6800000000000002E-001                  1.4000000000000012E-002                  4.7224870666351979E+000                  3.3098434024079441E+004                  1.0484259093374591E+004                  6.3805489828878259E-001                  2.5228215152224287E-001                  1.9610700538097477E+009                  1.3714765590970572E+000                  7.0885023537840319E-001                  1.9150571639797269E+000                  2.8832516224383921E+006                  2.6685571229127602E-028                  2.6685571229127602E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.2255735248226509E+000                  1.9540197673750154E+004                  0.0000000000000000E+000                  1.8916464024032303E-001                  9.7627199200464818E-006                  9.7627199200464818E-006                  0.0000000000000000E+000                  1.2414313816946558E-005 
                                       7                  1.4999999999888139E+001                  6.7415269045974835E-001                  4.5232648010977394E+000                 -8.7464068006437810E+000                  4.0382531545096079E+000                  7.1799999999999997E-001                  2.6800000000000002E-001                  1.4000000000000012E-002                  4.7222903967768337E+000                  3.3362977386078441E+004                  1.0920767331799641E+004                  6.3777014576778390E-001                  2.5025249069979577E-001                  1.9616573239173174E+009                  1.3639097605384991E+000                  7.1115779542040425E-001                  1.9123662344473158E+000                  2.8821912557514696E+006                  2.7663638228071007E-028                  2.7663638228071007E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.2730065158858745E+000                  1.9540197673750165E+004                  0.0000000000000000E+000                  1.9518688453941616E-001                  8.4629367061964048E-006                  8.4629367061962218E-006                  1.8279945405600017E-019                  1.2409177079914931E-005 
                                       8                  1.4999999999871998E+001                  6.7413524101823996E-001                  4.5266843113649742E+000                 -8.7316808421382479E+000                  4.0552768463609787E+000                  7.1799999999999997E-001                  2.6800000000000002E-001                  1.4000000000000012E-002                  4.7221006645142207E+000                  3.3626704801625478E+004                  1.1357345729412336E+004                  6.3745814093659003E-001                  2.4812485121601113E-001                  1.9668217046446052E+009                  1.3561787864040014E+000                  7.1307202679187864E-001                  1.9110884928011131E+000                  2.8816240336293876E+006                  2.8617775074233725E-028                  2.8617775074233725E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.3187530238844385E+000                  1.9540197673750172E+004                  0.0000000000000000E+000                  2.0089240710759537E-001                  7.2237353446352064E-006                  7.2237353446344813E-006                  7.2472537826334560E-019                  1.2406172415406589E-005 
                                       9                  1.4999999999855852E+001                  6.7411837133020092E-001                  4.5309977135137203E+000                 -8.7140566730362483E+000                  4.0761043466899896E+000                  7.1799999999999986E-001                  2.6800000000000002E-001                  1.4000000000000123E-002                  4.7219172433074599E+000                  3.3962348452605525E+004                  1.1915282587161413E+004                  6.3701872408891813E-001                  2.4532037113006594E-001                  1.9789564935171318E+009                  1.3462447457480677E+000                  7.1501807314248522E-001                  1.9112167643756166E+000                  2.8816585558718881E+006                  2.9803054707839616E-028                  2.9803054707839616E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.3748642438256384E+000                  1.9540197673750183E+004                  0.0000000000000000E+000                  2.0628241560522662E-001                  6.0451714025805559E-006                  6.0451714025794777E-006                  1.0783268303003771E-018                  1.2405491534212594E-005 
